GeneID	AS_1ngS1_3	AS_1ngS1_4	AS_1ngS1_8	AS_1ngS1_7	AS_1ngS1_6	AS_1ngS1_2	AS_1ngS1_5	AS_1ngS1_1	AS_1ngS2_3	AS_1ngS2_1	AS_1ngS2_4	AS_1ngS2_2	AS_1ngS2_5	AS_1ngS2_7	AS_1ngS2_8	AS_1ngS2_6
ENSG00000111665.11	2	5	2	3	4	5	2	4	4	3	1	3	5	1	2	3
ENSG00000111667.13	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	2
ENSG00000111669.14	238	213	164	170	240	180	174	159	199	164	164	225	133	141	175	228
ENSG00000240370.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000010626.14	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	2
ENSG00000111674.8	0	0	2	0	2	0	1	1	0	0	0	3	1	0	1	1
ENSG00000111676.14	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000111678.10	31	31	37	25	33	27	24	29	26	21	24	22	16	24	13	25
ENSG00000215021.8	26	13	14	17	23	18	16	13	16	15	8	18	10	10	16	20
ENSG00000126749.14	13	11	16	19	18	14	14	11	16	12	14	12	14	10	10	22
ENSG00000111684.10	0	0	0	1	0	1	1	1	0	1	0	2	0	0	0	0
ENSG00000177675.8	3	1	3	5	2	3	2	2	3	4	1	2	0	0	1	3
ENSG00000089818.16	0	0	0	2	1	2	0	0	1	0	1	1	0	0	2	0
ENSG00000197614.10	36	24	26	25	36	21	20	24	52	36	34	38	28	21	29	28
ENSG00000166532.15	2	4	3	3	5	6	3	2	2	4	2	6	0	5	2	4
ENSG00000003056.7	3	1	1	2	2	5	5	3	2	1	5	3	5	2	3	5
ENSG00000256594.7	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
ENSG00000069493.14	0	0	0	2	0	0	2	1	2	1	0	1	0	1	1	0
ENSG00000110852.4	14	9	11	8	15	10	15	15	7	10	11	12	10	11	5	10
ENSG00000173391.8	4	4	6	2	5	6	1	2	5	3	3	2	6	3	7	3
ENSG00000165685.8	2	1	0	1	1	0	1	2	2	1	2	2	0	1	0	0
ENSG00000139112.10	2	2	3	1	4	1	4	1	0	1	5	4	4	6	3	0
ENSG00000256288.1	1	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0
ENSG00000245648.1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1
ENSG00000255641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205809.9	16	12	9	7	15	9	11	13	9	13	10	8	6	7	14	9
ENSG00000111196.9	14	14	18	13	12	9	4	9	5	14	9	14	10	10	10	10
ENSG00000060138.12	6	10	6	6	6	4	4	2	6	8	6	2	3	5	6	3
ENSG00000256537.4	11	7	6	5	5	5	8	7	4	9	4	6	1	5	7	8
ENSG00000111276.10	5	1	1	1	2	2	2	0	2	1	1	3	1	2	1	1
ENSG00000213782.7	2	2	3	3	4	3	3	2	4	5	0	3	5	3	5	5
ENSG00000013588.5	9	2	5	8	11	4	2	5	5	9	4	10	8	13	8	6
ENSG00000013583.8	7	7	4	2	4	7	6	3	3	4	1	6	3	2	2	6
ENSG00000134531.9	0	1	2	2	0	0	0	1	0	0	0	2	1	0	0	0
ENSG00000197837.3	2	1	1	4	5	5	4	2	1	1	0	0	0	3	0	1
ENSG00000246705.4	22	17	16	22	24	23	17	13	21	13	10	14	9	13	5	22
ENSG00000084463.7	4	1	3	2	0	2	2	2	1	3	3	2	4	2	3	3
ENSG00000111348.8	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0
ENSG00000023734.10	8	6	6	5	10	7	13	10	6	8	6	20	12	9	7	10
ENSG00000023697.12	10	7	6	1	17	3	4	2	5	0	7	12	5	6	7	11
ENSG00000008394.12	17	18	12	12	19	8	11	12	17	16	14	12	13	11	13	9
ENSG00000139154.14	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1
ENSG00000172572.6	1	1	2	0	3	1	0	0	0	0	1	2	0	1	1	0
ENSG00000111700.12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004700.15	1	3	2	1	1	2	1	2	5	2	2	4	2	3	3	1
ENSG00000121350.15	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000111711.9	4	1	3	0	1	3	2	1	0	0	2	5	4	2	3	3
ENSG00000111716.12	114	90	90	67	109	87	68	80	89	65	66	95	61	58	73	100
ENSG00000111726.12	3	5	4	4	5	3	3	2	0	4	4	7	2	1	4	0
ENSG00000111731.12	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226397.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205707.10	8	4	4	3	8	1	1	2	7	1	0	3	0	3	0	7
ENSG00000246695.7	4	1	0	1	4	0	1	0	0	2	3	4	0	4	0	2
ENSG00000123094.15	1	0	0	1	2	0	0	0	1	0	1	0	1	2	0	1
ENSG00000064102.14	1	0	1	2	1	2	2	2	0	2	1	2	2	3	1	3
ENSG00000111790.13	4	2	3	2	5	3	0	2	3	2	2	6	2	0	1	2
ENSG00000064115.10	1	0	5	4	1	4	6	5	2	3	6	5	4	4	1	7
ENSG00000152944.8	6	2	1	6	10	5	3	2	3	4	2	7	4	6	4	1
ENSG00000029153.14	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000061794.12	3	7	4	3	6	3	1	1	2	5	2	1	4	1	4	4
ENSG00000087448.9	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0
ENSG00000123106.10	2	0	1	0	1	1	0	0	0	0	0	0	2	1	3	0
ENSG00000087502.17	14	12	4	5	5	14	5	3	8	8	11	10	11	4	5	7
ENSG00000133704.9	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1
ENSG00000110888.17	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	2
ENSG00000013573.16	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000275097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139146.13	6	8	3	0	9	1	6	2	5	3	7	4	0	7	6	3
ENSG00000151743.10	0	2	3	0	0	0	0	1	2	0	1	2	0	1	0	0
ENSG00000188375.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087470.17	4	1	1	3	1	1	3	0	1	1	1	2	2	2	1	1
ENSG00000139131.12	2	2	2	0	0	1	0	1	2	0	0	0	0	0	0	2
ENSG00000175548.8	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0
ENSG00000139117.13	3	1	1	1	2	2	1	0	0	1	0	3	0	1	1	1
ENSG00000139116.17	5	4	1	1	0	5	1	2	1	1	4	2	0	2	1	1
ENSG00000151233.10	0	0	0	0	0	0	2	1	2	2	0	0	0	1	0	0
ENSG00000015153.14	3	1	3	3	6	1	3	1	1	1	2	2	4	1	1	6
ENSG00000139168.7	15	12	10	8	17	9	10	12	11	10	12	14	12	8	7	11
ENSG00000134283.17	7	6	5	7	9	5	3	8	4	9	4	3	7	6	7	9
ENSG00000129317.14	1	1	3	2	3	3	1	2	4	1	2	6	0	2	1	3
ENSG00000198001.13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000151239.13	2	4	3	4	6	6	4	5	4	4	3	5	0	1	4	9
ENSG00000139173.9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000273015.2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000189079.15	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0
ENSG00000139218.17	5	3	4	8	6	5	6	4	8	3	5	2	5	4	10	6
ENSG00000111371.15	5	9	6	1	7	5	8	2	5	3	6	9	5	2	9	2
ENSG00000134294.13	12	2	8	2	8	8	6	7	8	5	5	9	3	9	5	5
ENSG00000272369.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005175.9	2	2	3	4	3	1	3	2	1	0	2	0	2	5	2	3
ENSG00000134291.11	31	33	25	23	37	30	33	21	35	26	25	42	27	27	23	31
ENSG00000079387.13	0	0	3	0	1	0	1	1	1	1	0	0	0	1	1	2
ENSG00000152556.15	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	0
ENSG00000177981.10	2	0	1	1	1	0	0	2	1	1	0	1	0	0	0	1
ENSG00000139620.12	3	3	1	2	1	1	2	2	1	0	7	1	0	4	2	5
ENSG00000129315.9	1	0	2	0	0	0	0	0	1	1	1	3	1	1	1	0
ENSG00000174243.9	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
ENSG00000134285.10	2	2	1	1	0	1	1	1	2	2	1	1	2	2	6	1
ENSG00000134287.9	12	4	4	2	5	4	5	6	8	9	9	11	4	6	6	10
ENSG00000169884.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181929.11	3	0	0	0	1	2	1	0	2	0	2	5	0	1	2	1
ENSG00000123416.15	47	53	43	34	46	41	45	36	42	35	35	90	32	52	43	44
ENSG00000258017.1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1
ENSG00000167553.14	13	8	15	6	13	6	5	7	4	6	9	11	6	6	9	8
ENSG00000135451.12	8	15	5	9	12	8	9	10	13	8	11	8	3	11	9	10
ENSG00000123352.17	3	3	6	3	9	2	4	3	5	1	7	4	3	2	3	6
ENSG00000187778.13	2	1	1	1	2	1	0	1	4	0	1	3	1	2	1	3
ENSG00000139644.12	36	25	26	30	29	26	22	35	26	32	35	42	24	31	24	37
ENSG00000186666.5	2	1	1	1	2	0	1	1	0	1	0	0	0	0	1	2
ENSG00000257588.1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	2	2
ENSG00000161800.12	0	3	3	2	4	1	4	2	5	1	3	6	0	2	1	0
ENSG00000066117.14	5	4	3	3	6	4	4	0	6	1	5	4	2	5	2	4
ENSG00000178449.8	35	37	39	41	60	52	30	39	41	31	30	31	27	32	23	44
ENSG00000139624.12	2	0	0	0	1	1	2	1	0	0	2	1	2	1	1	0
ENSG00000050405.13	3	5	5	2	3	2	3	0	9	5	5	9	2	1	4	6
ENSG00000161813.20	1	3	2	4	2	2	0	3	3	2	4	4	3	3	2	5
ENSG00000123268.8	2	1	2	2	1	1	2	2	5	2	1	3	6	2	3	1
ENSG00000110911.14	0	2	1	0	0	0	1	2	2	0	0	1	0	1	0	0
ENSG00000050426.15	0	0	0	1	2	0	2	0	0	2	0	4	1	0	0	0
ENSG00000110925.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135457.9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000183283.15	14	13	10	10	14	9	8	12	15	14	11	17	9	6	15	15
ENSG00000170545.16	0	0	0	0	1	0	0	1	1	1	0	2	2	0	1	1
ENSG00000123395.14	2	4	4	5	7	5	2	3	1	0	4	3	2	7	4	5
ENSG00000135480.14	18	13	16	15	19	17	8	19	16	12	11	12	9	11	15	10
ENSG00000170523.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170421.11	50	44	50	41	46	42	34	39	47	40	37	70	27	36	43	45
ENSG00000111057.10	174	131	138	114	164	131	103	131	129	126	108	173	86	111	118	134
ENSG00000063046.17	8	8	5	2	9	2	3	3	11	0	3	14	0	1	9	3
ENSG00000257337.6	0	0	2	0	0	1	1	0	2	1	0	0	0	0	0	1
ENSG00000167779.7	5	13	4	9	11	9	5	6	6	11	12	9	3	5	12	7
ENSG00000139631.18	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123349.13	56	41	38	41	54	53	52	53	35	38	30	40	39	32	38	48
ENSG00000094914.12	0	1	0	1	3	1	3	1	3	0	2	2	1	0	1	0
ENSG00000205352.10	17	12	12	13	20	11	10	12	15	9	15	16	8	15	13	12
ENSG00000197111.15	10	12	10	7	10	11	3	5	10	12	6	19	2	6	6	10
ENSG00000139625.12	3	1	2	3	2	2	0	1	2	1	3	4	3	1	0	3
ENSG00000270175.1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1
ENSG00000139546.10	2	3	3	0	1	4	1	0	0	0	0	2	2	1	0	5
ENSG00000170653.18	3	7	3	7	2	5	3	2	3	4	4	4	1	5	1	4
ENSG00000135390.17	70	54	41	49	66	61	53	50	41	49	36	60	47	48	40	65
ENSG00000228630.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251151.2	0	1	1	0	7	0	0	0	0	1	0	2	0	2	0	1
ENSG00000180818.4	2	0	3	2	2	3	3	0	0	2	1	1	4	2	5	5
ENSG00000250451.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180806.4	1	3	1	0	0	0	1	0	1	1	1	1	0	1	0	3
ENSG00000197757.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000123415.14	8	6	5	1	8	1	8	6	10	5	11	5	5	4	8	1
ENSG00000094916.13	13	11	12	8	10	7	8	4	8	12	6	17	11	2	5	20
ENSG00000135486.17	38	24	23	24	41	33	19	23	16	18	26	41	17	20	16	30
ENSG00000111481.9	18	3	13	10	20	9	18	11	13	7	13	16	10	10	11	15
ENSG00000161638.10	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000170439.6	1	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0
ENSG00000135441.7	49	44	42	33	53	43	34	31	35	35	32	39	29	40	26	48
ENSG00000135404.11	60	54	52	35	69	47	38	52	57	39	44	66	52	42	52	54
ENSG00000258056.2	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000123353.9	16	10	13	15	20	17	13	15	17	11	14	16	9	16	8	19
ENSG00000170473.16	9	5	5	2	4	5	2	2	5	4	4	8	1	1	4	5
ENSG00000123374.10	4	2	3	0	5	0	3	0	1	2	3	4	3	2	1	2
ENSG00000111540.15	1	0	0	2	0	0	1	0	0	0	0	3	1	0	0	1
ENSG00000139531.12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000197728.9	306	285	241	236	360	265	238	219	240	207	212	237	165	207	226	234
ENSG00000065361.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000170515.13	18	19	18	15	17	19	20	23	18	17	16	24	9	20	23	21
ENSG00000229117.8	790	711	556	687	962	812	546	612	635	506	513	544	423	559	439	680
ENSG00000139641.12	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000196465.10	7	6	5	6	8	5	1	4	6	5	3	7	3	1	3	7
ENSG00000092841.18	180	156	149	146	207	161	127	125	140	107	135	153	103	131	108	158
ENSG00000139613.11	2	3	1	1	4	3	2	1	4	3	4	11	2	2	3	0
ENSG00000139579.12	2	2	0	3	2	2	1	1	0	2	2	2	2	1	0	1
ENSG00000135469.13	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000062485.18	3	1	0	1	1	1	1	2	1	2	0	4	1	1	1	2
ENSG00000257727.5	44	37	39	26	49	43	33	36	44	45	31	37	28	30	33	44
ENSG00000257303.1	1	2	0	0	2	0	1	1	0	0	1	1	2	0	0	0
ENSG00000170581.13	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0
ENSG00000076067.11	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000110955.8	39	31	36	19	52	37	28	35	18	28	26	31	17	26	29	24
ENSG00000110958.15	21	17	17	10	20	26	19	16	18	17	14	14	12	19	12	20
ENSG00000196531.10	94	74	62	49	95	73	67	61	73	64	47	59	48	51	42	70
ENSG00000198056.13	5	2	3	2	2	3	6	2	3	1	2	0	3	2	1	4
ENSG00000166881.9	0	0	0	0	0	1	1	1	0	0	1	0	0	3	0	0
ENSG00000123384.13	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000182379.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182199.10	0	1	1	2	1	0	0	0	4	2	0	2	1	0	0	2
ENSG00000179912.19	1	1	1	0	1	0	0	0	0	0	0	2	0	2	0	2
ENSG00000166986.12	1	0	1	0	0	2	2	0	0	0	0	3	1	0	0	0
ENSG00000175197.10	0	2	2	2	2	2	1	3	0	0	0	0	0	2	2	0
ENSG00000175203.15	4	8	4	11	12	6	3	3	5	3	5	6	5	3	3	6
ENSG00000166908.17	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0
ENSG00000135506.15	1	0	1	1	0	1	0	0	2	2	0	2	1	0	0	0
ENSG00000255737.2	2	0	1	0	2	1	1	1	0	0	0	1	0	1	1	0
ENSG00000135446.16	28	16	18	21	26	24	12	20	21	16	18	18	16	21	23	29
ENSG00000123297.16	6	8	5	3	4	6	6	7	6	5	3	11	2	4	6	8
ENSG00000257698.1	1	4	2	2	1	6	1	0	2	2	2	1	4	1	1	1
ENSG00000166896.7	1	2	1	1	1	0	1	1	2	0	3	1	0	1	2	1
ENSG00000118596.11	0	1	0	0	0	0	0	0	2	2	0	2	0	0	1	2
ENSG00000135655.13	3	4	4	1	2	2	1	7	3	1	2	5	3	4	4	2
ENSG00000118600.11	0	1	2	0	0	1	0	1	0	3	1	1	1	0	0	4
ENSG00000196935.8	1	3	5	1	0	1	1	0	1	2	1	2	0	0	2	3
ENSG00000184575.11	2	1	2	2	1	2	0	0	3	1	0	4	0	0	1	0
ENSG00000183735.9	3	0	2	2	0	0	0	2	0	0	1	1	0	1	1	1
ENSG00000153179.11	1	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0
ENSG00000174099.10	1	1	4	0	1	1	2	1	3	1	4	1	1	2	0	3
ENSG00000139233.6	7	4	4	4	5	6	5	2	5	3	2	5	3	7	7	10
ENSG00000155957.16	13	10	11	11	15	11	12	13	5	12	10	18	7	9	5	15
ENSG00000111530.12	0	1	0	2	1	1	4	2	1	2	2	6	1	1	2	3
ENSG00000111554.14	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000127314.17	3	7	6	1	3	5	2	4	4	7	3	0	1	3	4	2
ENSG00000111581.9	0	1	1	1	1	1	1	1	2	5	2	2	1	0	3	3
ENSG00000175782.9	1	0	0	1	0	1	2	0	0	0	1	1	1	0	0	0
ENSG00000135678.11	2	0	1	1	3	2	1	0	2	4	3	3	2	2	2	5
ENSG00000111605.16	3	4	3	2	3	1	4	1	4	4	2	5	3	2	0	0
ENSG00000257818.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127337.6	5	8	6	1	4	10	4	3	5	5	6	4	8	4	9	7
ENSG00000166226.12	24	20	12	12	15	18	11	16	4	14	12	15	13	10	12	10
ENSG00000257815.5	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1
ENSG00000111596.11	3	2	1	0	5	0	0	3	2	5	0	5	0	1	2	1
ENSG00000127324.8	36	24	43	36	46	38	36	28	37	40	37	46	19	20	30	57
ENSG00000133858.15	0	0	1	0	1	0	0	1	3	0	1	1	2	1	3	0
ENSG00000173451.6	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000139291.13	1	0	1	1	0	0	2	1	3	0	1	2	2	0	2	0
ENSG00000121749.15	0	2	2	1	1	3	0	2	3	2	0	1	1	2	0	3
ENSG00000253719.3	4	3	1	1	3	2	1	1	6	4	1	5	2	1	2	2
ENSG00000180481.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111615.12	7	2	4	3	3	5	3	0	0	0	3	3	4	2	2	2
ENSG00000139289.13	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1
ENSG00000187109.13	12	17	18	18	18	13	8	12	16	10	8	25	2	3	15	14
ENSG00000091039.16	3	1	0	0	0	1	0	3	2	0	2	5	1	2	1	0
ENSG00000186908.14	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1
ENSG00000175183.9	1	1	0	1	3	1	2	1	2	0	0	0	1	2	3	1
ENSG00000165891.15	2	1	0	2	1	0	2	0	3	0	2	8	0	3	0	5
ENSG00000257474.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177425.10	4	1	4	5	0	1	0	3	2	0	4	4	1	4	1	1
ENSG00000058272.15	0	0	3	1	6	2	0	1	1	2	2	3	2	1	2	1
ENSG00000221121.1	0	0	1	0	1	2	0	0	2	0	0	0	0	0	2	1
ENSG00000133773.11	13	3	3	2	7	10	5	5	5	5	4	5	7	5	6	5
ENSG00000072041.16	0	0	2	2	0	1	3	2	1	3	1	5	0	3	0	2
ENSG00000231738.10	1	2	1	1	2	3	0	3	0	2	2	2	0	1	1	1
ENSG00000133640.18	2	0	0	0	1	0	1	0	0	2	1	2	0	1	0	1
ENSG00000180318.3	3	4	1	2	4	6	4	4	2	0	3	1	1	2	1	1
ENSG00000198774.4	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0
ENSG00000133641.17	3	3	3	2	9	1	2	2	2	1	1	1	1	2	1	3
ENSG00000198707.14	2	1	0	0	1	1	0	2	0	1	0	2	0	3	1	2
ENSG00000139323.13	1	1	1	0	2	1	0	0	0	0	0	0	0	2	2	1
ENSG00000270344.2	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0
ENSG00000070961.14	7	3	2	4	2	3	1	2	3	2	4	8	3	5	6	7
ENSG00000133639.4	10	6	3	10	4	6	7	5	5	3	9	14	3	4	2	6
ENSG00000102189.16	3	1	1	1	2	1	0	0	2	0	2	4	2	0	0	2
ENSG00000173598.13	2	2	2	2	2	2	0	1	2	1	2	3	1	2	2	0
ENSG00000177889.9	19	14	19	9	17	11	9	12	18	15	6	9	13	19	16	16
ENSG00000198015.12	11	18	12	16	17	21	11	11	23	12	16	23	12	8	12	18
ENSG00000169372.12	0	2	3	1	1	1	1	1	2	2	1	2	0	0	0	2
ENSG00000184752.12	43	45	42	47	47	34	44	31	49	35	45	38	23	31	31	41
ENSG00000180263.13	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0
ENSG00000111142.13	8	6	16	8	4	10	3	3	7	7	9	5	3	5	2	4
ENSG00000139343.10	39	31	26	43	40	36	28	32	26	21	21	20	19	24	13	32
ENSG00000139344.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000111144.9	4	4	1	3	9	7	2	3	1	4	3	1	1	2	1	4
ENSG00000111145.7	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0
ENSG00000059758.7	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000139350.11	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0
ENSG00000120802.13	3	6	5	2	11	10	7	1	5	5	6	10	1	4	5	9
ENSG00000075415.12	24	19	16	19	30	21	7	4	13	16	14	17	9	12	13	10
ENSG00000166130.14	7	10	11	9	14	8	10	5	5	7	4	7	9	15	9	10
ENSG00000120868.13	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	3
ENSG00000075089.9	3	4	2	3	1	1	0	0	3	6	0	6	4	2	4	4
ENSG00000120805.13	6	6	5	6	8	5	5	9	8	5	7	6	7	8	3	5
ENSG00000111666.10	8	3	3	4	4	3	3	2	4	4	5	3	4	4	6	4
ENSG00000111670.14	0	2	1	1	0	0	0	0	3	1	0	2	1	1	1	0
ENSG00000136048.13	3	2	2	5	0	2	2	3	2	2	3	1	1	2	5	2
ENSG00000120860.10	5	9	7	10	5	5	10	6	4	6	6	4	2	3	4	10
ENSG00000075188.8	8	10	8	2	9	7	2	6	5	3	6	8	5	3	8	9
ENSG00000185480.11	1	2	1	1	1	0	1	2	1	0	1	1	1	1	2	1
ENSG00000166598.12	16	14	23	25	29	17	16	16	27	16	19	47	19	19	22	27
ENSG00000204954.9	8	5	3	4	6	3	1	1	3	3	4	2	3	2	4	4
ENSG00000139372.14	4	2	3	2	3	3	4	0	2	5	1	5	0	3	3	1
ENSG00000120820.12	1	2	1	0	0	2	0	0	0	1	2	2	0	1	1	0
ENSG00000111727.11	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
ENSG00000120837.7	1	3	0	0	3	1	2	1	2	1	1	3	0	1	2	5
ENSG00000257732.1	2	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0
ENSG00000213442.5	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000198431.15	15	5	11	8	17	9	10	6	7	14	11	15	3	10	10	12
ENSG00000151131.9	7	6	4	7	5	3	3	3	4	4	6	0	5	10	4	5
ENSG00000235162.8	6	2	3	3	9	4	5	5	3	5	6	3	6	3	6	6
ENSG00000074590.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000136026.13	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1
ENSG00000013503.9	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1
ENSG00000151135.9	3	0	0	2	3	2	0	4	4	1	1	2	0	2	0	0
ENSG00000008405.11	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000136045.11	6	6	5	8	3	8	4	8	9	7	7	9	1	8	5	8
ENSG00000136003.15	10	12	15	15	11	14	10	13	13	8	13	7	10	12	12	12
ENSG00000110880.10	3	0	1	3	1	1	0	1	4	1	1	0	3	0	1	0
ENSG00000189046.10	1	1	2	2	4	0	3	1	0	2	2	0	0	1	3	0
ENSG00000076248.10	2	3	2	4	1	2	1	2	2	0	0	1	1	1	1	2
ENSG00000151148.13	2	1	1	0	2	1	1	1	1	3	0	1	1	0	0	0
ENSG00000139428.11	3	7	5	4	8	10	2	6	2	9	5	9	4	3	0	2
ENSG00000139433.9	0	0	0	3	0	0	0	0	1	1	0	1	0	0	1	0
ENSG00000139437.17	1	0	0	1	1	1	0	1	2	0	0	3	0	0	1	6
ENSG00000076513.16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000174456.13	2	2	0	1	1	1	0	0	0	0	1	1	0	1	1	1
ENSG00000122970.15	1	1	2	1	1	0	2	1	1	0	0	1	0	2	0	1
ENSG00000196510.12	0	0	1	1	2	2	1	0	4	1	1	1	1	1	2	1
ENSG00000111229.15	14	10	8	7	15	11	15	6	7	14	8	13	4	7	13	18
ENSG00000111231.8	6	3	6	4	5	4	5	4	4	5	2	4	2	4	8	12
ENSG00000204856.11	5	3	3	3	7	3	3	7	6	7	4	3	3	1	5	8
ENSG00000111237.18	40	28	40	28	42	33	39	35	28	28	24	39	22	28	24	39
ENSG00000278993.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000204852.15	0	0	1	0	1	0	1	3	0	0	1	1	0	1	2	1
ENSG00000186298.11	3	5	1	5	4	4	5	6	3	5	7	3	4	4	4	3
ENSG00000204842.14	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2
ENSG00000089234.15	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0
ENSG00000234608.7	2	2	4	4	4	3	0	3	1	2	2	1	0	1	2	3
ENSG00000089248.6	13	8	11	8	12	8	5	10	15	11	8	9	6	11	11	10
ENSG00000111300.9	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1
ENSG00000135148.11	2	1	1	0	1	1	3	0	0	2	0	2	0	0	0	0
ENSG00000173064.10	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000089009.15	17	16	22	16	30	15	21	19	20	15	19	25	10	15	12	16
ENSG00000179295.15	2	3	6	3	6	2	8	2	8	17	9	16	9	6	7	3
ENSG00000089127.12	1	0	5	2	1	4	4	0	1	4	2	4	2	4	2	5
ENSG00000123064.12	1	1	1	2	0	3	1	0	0	1	1	0	1	1	0	0
ENSG00000139405.15	1	1	0	1	6	1	2	3	3	0	1	3	0	1	0	1
