GeneID	AS_1ngS1_3	AS_1ngS1_4	AS_1ngS1_8	AS_1ngS1_7	AS_1ngS1_6	AS_1ngS1_2	AS_1ngS1_5	AS_1ngS1_1	AS_1ngS2_3	AS_1ngS2_1	AS_1ngS2_4	AS_1ngS2_2	AS_1ngS2_5	AS_1ngS2_7	AS_1ngS2_8	AS_1ngS2_6
ENSG00000224712.10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000183793.13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000156968.8	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	1
ENSG00000166780.10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166783.19	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
ENSG00000072864.12	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0
ENSG00000091262.14	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261465.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000103540.16	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000174628.16	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000167191.11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638.10	0	1	0	0	0	1	0	0	0	0	1	2	1	0	1	1
ENSG00000185864.16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000185716.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000168434.12	0	0	0	0	1	2	0	0	0	1	0	0	1	0	1	0
ENSG00000260136.5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000103365.15	2	0	0	0	0	0	0	0	0	0	0	3	2	2	0	1
ENSG00000166501.12	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000140750.16	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
ENSG00000275494.1	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	2
ENSG00000274092.1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000077235.17	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000047578.12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169180.11	0	0	0	2	0	4	0	0	1	0	0	0	2	0	1	0
ENSG00000188603.16	2	2	2	2	0	0	0	0	0	1	1	5	1	0	1	2
ENSG00000275441.1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000176476.8	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000260796.1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000177548.12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271699.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254634.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213648.10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174992.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000013364.18	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0
ENSG00000247735.2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000149930.17	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
ENSG00000149929.15	1	1	0	1	0	1	3	1	3	4	1	2	0	0	0	0
ENSG00000102879.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274653.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180209.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000180035.10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169957.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235560.3	3	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0
ENSG00000229809.8	0	2	0	1	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000197162.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156858.11	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000156860.15	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
ENSG00000282034.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175938.6	0	1	0	0	1	0	0	1	2	2	0	0	0	0	1	0
ENSG00000099381.16	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0
ENSG00000103496.14	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0
ENSG00000260267.1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSG00000140691.16	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000260626.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261173.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000102893.15	0	1	0	0	2	0	0	1	0	1	1	1	0	1	4	1
ENSG00000121274.12	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0
ENSG00000121281.12	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000070915.9	1	1	2	1	0	1	0	2	0	0	1	2	0	0	0	0
ENSG00000159579.13	0	0	1	1	0	0	0	0	3	1	0	3	1	1	0	0
ENSG00000135736.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140859.15	0	2	0	1	1	1	0	0	0	0	0	1	0	0	0	1
ENSG00000276166.1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166188.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103005.11	0	1	1	2	0	1	0	0	1	0	0	1	1	0	1	0
ENSG00000102996.4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ENSG00000181938.13	0	0	1	0	0	1	2	0	0	1	0	1	1	0	0	0
ENSG00000246898.1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
ENSG00000261519.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000140931.19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000135720.12	2	1	0	2	1	0	1	3	1	0	2	6	1	2	4	1
ENSG00000258122.1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000172840.6	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0
ENSG00000166589.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172828.12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125149.11	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
ENSG00000102871.15	1	1	1	0	0	2	2	0	2	0	1	1	0	0	0	3
ENSG00000125122.14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000135723.13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196155.12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000176387.6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000276075.1	1	0	1	1	1	6	0	3	0	1	0	0	1	0	1	1
ENSG00000259804.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000124074.11	1	1	0	1	1	2	0	0	0	0	0	0	1	3	0	1
ENSG00000141098.12	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSG00000102901.12	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0
ENSG00000159792.9	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ENSG00000213398.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182810.6	0	1	2	0	1	0	0	0	1	0	0	1	0	1	0	0
ENSG00000167264.17	0	0	1	0	0	0	1	0	0	1	1	0	2	0	0	0
ENSG00000262160.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132600.16	1	0	0	0	2	2	1	0	0	1	0	0	0	0	3	0
ENSG00000184939.15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000132604.10	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1
ENSG00000198373.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000090857.13	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000223496.2	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000261777.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000168872.15	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
ENSG00000103051.18	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0
ENSG00000166747.12	1	1	2	0	0	0	0	2	1	1	1	0	0	0	1	0
ENSG00000224470.7	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0
ENSG00000102984.14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140829.11	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
ENSG00000259768.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260880.2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSG00000090863.11	1	0	1	1	0	0	0	1	0	2	2	0	3	0	0	2
ENSG00000168411.13	0	0	0	2	0	1	2	1	1	0	1	0	0	1	0	1
ENSG00000168404.12	2	0	2	0	0	0	1	0	0	0	0	2	2	0	0	1
ENSG00000103089.8	1	0	0	0	0	0	0	2	1	0	1	1	0	0	0	1
ENSG00000050820.16	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000065457.10	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000168589.14	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	2
ENSG00000140961.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103160.11	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0
ENSG00000103168.16	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000250685.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000140950.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000135709.12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000131149.17	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000275393.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103248.17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260944.1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260456.6	1	1	4	2	0	1	1	0	0	0	1	0	2	0	0	0
ENSG00000270006.2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000140948.11	0	1	2	0	0	0	1	0	0	1	1	1	0	0	1	0
ENSG00000172530.19	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0
ENSG00000167508.10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158717.10	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000274627.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000131165.14	1	1	1	0	1	2	0	0	0	0	0	1	1	0	0	0
ENSG00000185324.21	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0
ENSG00000187741.14	0	0	0	0	0	0	0	2	0	2	1	1	0	0	2	0
ENSG00000177946.5	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000141013.14	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000260528.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141252.19	1	1	1	1	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000167693.16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000167703.14	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000186532.11	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000070366.13	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0
ENSG00000070444.14	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000127804.12	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0
ENSG00000257950.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083454.21	0	0	0	1	1	0	0	1	1	1	0	1	0	2	0	1
ENSG00000262358.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074356.16	4	0	2	1	2	0	1	2	1	1	1	2	2	0	2	0
ENSG00000004660.14	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
ENSG00000141480.17	0	0	0	0	1	1	2	2	2	1	0	0	0	2	0	0
ENSG00000262165.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000129219.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000129250.11	0	3	0	0	1	0	0	1	0	0	1	1	0	1	0	1
ENSG00000129195.15	1	1	0	0	2	2	0	1	1	1	1	3	1	1	1	2
ENSG00000279257.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000215067.9	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2
ENSG00000004975.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279641.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187838.16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000170175.10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000174282.11	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000233223.2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129226.13	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000141510.15	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0
ENSG00000183914.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000179477.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196544.7	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	0
ENSG00000178971.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000125434.10	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2
ENSG00000184544.11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237.18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006744.18	0	2	1	0	2	0	0	0	0	0	2	1	1	1	2	0
ENSG00000266378.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239704.10	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000175106.16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187607.15	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
ENSG00000108474.16	1	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0
ENSG00000133030.19	2	0	1	1	1	1	1	1	2	0	2	1	0	0	0	2
ENSG00000154803.12	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
ENSG00000141026.5	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000108557.17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072310.16	1	0	0	0	0	0	1	0	1	0	1	2	1	1	0	0
ENSG00000171953.15	2	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0
ENSG00000141034.9	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0
ENSG00000177427.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154025.15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000263394.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000166484.19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000266079.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154898.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274180.1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000034152.18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212719.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109079.9	2	1	2	0	2	2	0	2	0	1	1	1	0	0	2	2
ENSG00000004139.13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007216.14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000076382.16	0	1	0	2	1	0	0	1	1	1	0	1	1	1	0	1
ENSG00000173065.13	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000109118.13	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0
ENSG00000179761.11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196535.14	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000168792.4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000176927.14	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1
ENSG00000250462.8	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0
ENSG00000280069.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000264456.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266340.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181481.13	0	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0
ENSG00000278546.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280033.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000005156.11	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1
ENSG00000185379.20	1	0	0	0	0	1	0	0	2	1	0	0	2	1	1	0
ENSG00000108733.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271447.5	1	1	0	0	2	1	0	0	0	1	3	2	1	0	3	3
ENSG00000270647.5	0	0	1	1	1	2	0	2	1	0	0	3	1	0	3	0
ENSG00000278259.4	1	1	2	1	0	0	1	0	1	0	0	2	3	1	0	0
ENSG00000275532.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000273576.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000131748.15	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000141738.13	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0
ENSG00000172057.9	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ENSG00000108344.14	1	1	0	1	1	1	0	0	0	1	1	0	3	1	0	1
ENSG00000126351.12	0	2	1	1	2	3	0	3	2	1	1	3	2	2	1	0
ENSG00000126368.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000188895.11	2	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0
ENSG00000171475.13	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0
ENSG00000131759.17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278834.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000234477.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000131737.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214514.7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000141696.12	2	1	2	2	1	0	0	2	1	3	1	2	0	1	0	3
ENSG00000204815.8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173786.16	0	0	1	0	5	0	1	1	0	0	0	2	3	1	3	3
ENSG00000167925.15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000108784.9	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000266962.2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000108786.10	0	1	1	0	0	1	2	2	0	0	0	2	0	0	0	0
ENSG00000141699.10	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000184451.5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000108799.12	3	0	1	0	0	0	1	1	2	1	0	0	0	1	1	0
ENSG00000267060.5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000198863.7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000279602.1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000005102.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108840.15	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000267080.5	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	1
ENSG00000108312.14	0	1	0	0	4	2	3	0	1	1	1	1	1	1	0	1
ENSG00000180340.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279879.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182963.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000186185.13	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000131094.3	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	1
ENSG00000172992.11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000276728.1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0
ENSG00000186834.3	2	0	0	2	1	2	1	1	0	1	1	0	0	1	0	0
ENSG00000267288.2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168517.10	2	0	0	0	0	0	0	2	0	1	0	1	0	1	2	0
ENSG00000267121.5	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000225190.8	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000214425.6	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1
ENSG00000267198.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186868.15	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
ENSG00000120071.12	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0
ENSG00000108379.9	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000178852.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228782.7	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0
ENSG00000264558.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141295.13	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1
ENSG00000182742.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108511.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136436.14	1	0	0	1	0	1	2	1	0	1	1	2	0	0	3	1
ENSG00000159217.9	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000136504.11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000005884.17	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
ENSG00000005882.11	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSG00000108819.10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000167105.7	0	1	2	1	3	1	1	0	0	0	1	2	0	2	1	2
ENSG00000154920.14	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000167107.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108846.15	2	2	1	1	0	0	0	0	1	0	1	1	1	1	0	0
ENSG00000154945.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229980.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000247011.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166263.13	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000108960.7	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000153933.9	0	0	0	0	0	0	0	1	1	0	3	0	1	1	0	0
ENSG00000121060.14	1	2	1	1	2	0	0	1	0	0	1	1	0	0	2	3
ENSG00000121064.12	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000263004.1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000121057.12	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1
ENSG00000136451.8	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1
ENSG00000264364.2	1	2	1	0	0	0	0	0	0	1	0	1	0	1	0	1
ENSG00000011143.16	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000167447.12	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000273702.1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000170832.12	0	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0
ENSG00000170836.11	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
ENSG00000267280.5	1	1	1	1	0	0	2	1	0	1	1	0	1	0	0	0
ENSG00000136492.8	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSG00000146872.17	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0
ENSG00000011028.13	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000170921.14	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000008283.15	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1
ENSG00000198909.7	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108592.16	2	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0
ENSG00000108604.15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000136478.7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000261371.5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000108854.15	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000214176.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265218.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000154240.16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000154229.11	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000198265.11	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0
ENSG00000266473.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000186665.8	1	0	2	1	0	1	1	2	0	0	0	0	0	0	1	0
ENSG00000237560.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153822.13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133195.11	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
ENSG00000166685.11	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
ENSG00000265010.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
