Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000103160.11	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	1
ENSG00000103168.16	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0	0
ENSG00000261286.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000140950.15	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000103187.7	2	2	4	1	2	4	2	3	1	8	1	4	1	6	2	3
ENSG00000135686.12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103194.15	4	2	3	1	0	3	0	1	1	3	5	2	1	3	6	0
ENSG00000153786.12	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	1
ENSG00000135709.12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131149.17	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000131153.8	25	16	16	15	12	14	8	7	10	18	11	19	8	14	7	10
ENSG00000275393.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154102.10	6	8	5	4	2	3	3	2	3	6	2	7	3	1	3	4
ENSG00000131143.8	103	98	127	105	75	138	91	87	105	100	97	103	77	104	91	85
ENSG00000131148.8	4	8	9	5	4	10	8	7	2	8	9	4	5	7	5	2
ENSG00000268388.5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000103248.17	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000176692.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000260944.1	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000176678.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000260456.6	2	2	1	1	2	0	3	5	0	1	0	1	2	0	0	0
ENSG00000270006.2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000140941.12	4	7	9	13	11	6	9	10	6	14	3	7	6	8	7	2
ENSG00000103264.15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000276337.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000140948.11	0	0	1	1	1	0	0	2	1	1	0	1	0	0	0	1
ENSG00000260671.2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000104731.13	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
ENSG00000260177.1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278598.1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000103257.8	1	2	1	1	1	4	2	3	1	9	2	2	1	3	1	0
ENSG00000172530.19	1	3	0	1	0	0	0	1	1	0	1	2	0	0	1	1
ENSG00000179588.8	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	2
ENSG00000261744.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000158545.15	0	1	1	0	0	0	0	1	1	4	1	0	0	1	1	1
ENSG00000051523.10	34	55	49	46	34	58	39	36	24	31	36	30	23	40	32	34
ENSG00000167508.10	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000260630.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000158717.10	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0
ENSG00000174177.12	0	0	0	2	0	1	0	0	0	0	0	1	1	0	2	0
ENSG00000103335.19	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000167513.8	0	1	1	1	0	3	1	3	1	2	2	0	2	0	2	2
ENSG00000198931.10	45	46	62	32	48	47	34	33	38	44	46	43	27	43	40	35
ENSG00000167515.10	18	9	7	12	10	13	5	13	14	9	11	10	9	14	10	15
ENSG00000141012.12	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000129993.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256982.1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000176715.15	0	2	0	0	0	1	0	1	1	0	0	1	0	0	1	2
ENSG00000170100.13	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
ENSG00000167522.14	5	3	2	1	4	3	0	2	2	2	2	1	6	5	1	3
ENSG00000197912.13	1	0	0	1	0	0	2	2	1	2	0	1	1	1	1	1
ENSG00000274627.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167526.13	85	107	123	102	72	154	95	103	79	116	111	90	62	93	73	68
ENSG00000200084.1	0	3	5	3	3	0	3	1	2	3	0	1	1	0	2	1
ENSG00000178773.14	1	0	2	0	0	2	0	1	1	2	0	1	1	1	0	2
ENSG00000167523.13	0	0	1	0	2	2	1	0	4	4	1	2	2	2	1	0
ENSG00000131165.14	0	2	1	1	1	1	0	1	0	1	0	0	1	0	0	0
ENSG00000185324.21	0	0	0	0	0	1	0	0	0	3	0	0	1	1	1	0
ENSG00000158792.15	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000261373.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000158805.11	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000075399.12	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000187741.14	3	2	0	1	1	2	0	4	2	3	2	1	0	1	1	3
ENSG00000204991.10	1	1	1	0	0	1	0	0	0	2	1	0	0	1	2	1
ENSG00000141002.18	3	3	1	7	5	5	8	6	6	2	5	8	6	7	7	3
ENSG00000267048.1	1	0	3	0	3	1	4	1	1	1	1	1	1	1	0	1
ENSG00000258947.6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000259006.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000140995.16	12	11	10	10	6	12	11	7	4	9	9	8	4	5	4	3
ENSG00000177946.5	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0
ENSG00000223959.8	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0
ENSG00000141013.14	0	2	0	0	1	1	0	0	0	2	1	0	0	0	0	0
ENSG00000003249.13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000181031.15	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000187624.8	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0
ENSG00000241525.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141252.19	1	0	2	2	0	0	2	3	1	4	0	0	0	1	0	0
ENSG00000167695.14	1	0	0	1	2	1	2	1	1	1	1	3	0	2	3	1
ENSG00000231784.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000179409.10	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000262228.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000281182.1	1	0	0	0	0	0	2	1	1	1	0	1	0	0	1	0
ENSG00000171861.10	0	2	3	1	1	2	1	1	1	0	1	1	0	2	0	2
ENSG00000167699.13	4	0	4	4	3	3	4	3	5	1	3	1	2	1	0	3
ENSG00000167693.16	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000177370.4	0	3	2	2	1	3	0	0	0	2	2	0	1	1	2	2
ENSG00000159842.14	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0
ENSG00000262213.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000108953.16	35	45	45	40	39	40	41	42	40	43	44	37	28	42	32	36
ENSG00000167193.7	2	0	1	0	0	1	2	1	0	1	0	0	1	0	0	0
ENSG00000197879.14	1	0	2	1	1	1	1	5	0	3	0	2	0	2	0	1
ENSG00000132376.19	0	1	0	1	0	2	0	1	0	1	0	1	0	0	0	0
ENSG00000236618.2	4	9	4	3	3	7	6	7	4	7	3	3	4	6	1	3
ENSG00000174238.14	1	0	1	0	1	0	3	0	2	1	0	0	0	1	1	2
ENSG00000167703.14	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000167705.11	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1
ENSG00000174231.16	2	2	5	3	2	5	2	2	1	2	2	8	4	1	1	2
ENSG00000185561.9	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000186594.12	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000167711.13	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000132383.11	0	0	0	1	0	2	2	1	1	4	6	2	2	2	0	1
ENSG00000186532.11	0	2	1	0	2	0	1	1	0	0	0	0	0	2	0	3
ENSG00000262664.2	10	8	18	9	5	5	2	10	5	8	4	5	4	10	6	4
ENSG00000262402.1	0	0	1	0	1	0	1	2	0	1	0	1	2	0	2	0
ENSG00000167720.12	0	1	1	0	0	0	0	0	1	3	0	0	2	2	0	0
ENSG00000070366.13	0	1	1	0	1	0	0	3	0	2	1	0	0	1	0	2
ENSG00000141258.12	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000167721.10	4	7	4	3	2	2	0	0	3	1	6	0	2	2	2	1
ENSG00000070444.14	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279872.1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000127804.12	1	0	1	0	1	1	2	1	0	3	3	1	1	0	1	0
ENSG00000007168.12	7	11	9	7	6	11	8	6	9	17	6	7	6	11	11	6
ENSG00000279432.1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000239884.3	2	0	0	1	0	2	1	3	4	1	2	0	2	1	1	0
ENSG00000132361.16	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0
ENSG00000277200.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000132359.13	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0
ENSG00000108381.10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262304.1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000040531.14	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000213977.7	3	2	3	3	2	3	3	6	3	2	2	1	2	3	1	4
ENSG00000127774.6	10	18	20	14	14	19	15	14	13	5	20	9	8	16	7	9
ENSG00000257950.3	1	0	0	0	0	2	2	0	1	2	1	0	0	2	2	0
ENSG00000177602.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000083457.11	15	9	9	12	15	10	7	12	6	9	18	10	10	16	14	10
ENSG00000074356.16	2	3	4	0	1	2	1	2	1	3	3	2	3	0	0	2
ENSG00000004660.14	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1
ENSG00000074755.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000167740.9	2	3	4	2	2	1	2	0	2	4	4	0	5	0	1	2
ENSG00000185722.16	0	1	0	1	0	3	0	0	0	3	0	0	0	2	0	2
ENSG00000274363.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000132388.12	2	2	1	1	1	1	2	1	0	2	1	0	0	0	0	2
ENSG00000132382.14	1	0	0	0	1	0	0	0	2	1	2	0	0	0	1	0
ENSG00000262519.1	2	1	2	4	3	3	1	4	5	3	3	1	1	4	1	3
ENSG00000244184.1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
ENSG00000141456.14	0	0	0	0	0	1	0	2	0	1	0	0	0	1	2	0
ENSG00000141480.17	2	1	0	0	3	1	0	0	1	0	2	0	0	0	2	0
ENSG00000161920.9	6	6	6	9	3	8	3	5	5	3	9	9	5	5	9	4
ENSG00000161921.14	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000142484.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000142507.9	45	29	55	44	30	56	40	42	47	35	51	35	40	46	33	43
ENSG00000262165.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129219.13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000141503.15	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000108523.15	5	3	3	6	4	3	6	7	3	6	1	1	3	7	3	2
ENSG00000108528.13	0	1	4	3	3	5	1	4	4	6	4	6	0	4	3	3
ENSG00000108515.17	1	4	6	5	1	6	0	4	4	2	5	1	3	8	2	3
ENSG00000108518.7	134	96	154	138	115	175	113	146	125	156	141	136	102	138	121	129
ENSG00000091640.7	2	4	9	7	6	6	2	6	4	9	3	5	2	5	4	5
ENSG00000262429.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000262678.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000108509.20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000129250.11	1	0	0	3	0	1	0	0	0	1	0	1	0	1	1	0
ENSG00000234327.7	7	8	8	5	5	9	6	6	6	5	5	7	2	6	4	3
ENSG00000167840.13	2	0	3	2	0	1	1	1	1	2	1	1	0	0	0	3
ENSG00000180626.9	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000261879.5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000029725.16	1	0	3	2	3	7	2	5	5	3	4	3	2	8	6	5
ENSG00000129197.14	6	5	5	6	5	12	8	8	4	7	7	8	4	11	6	8
ENSG00000108559.11	0	4	6	3	3	1	4	1	1	4	3	2	1	3	0	1
ENSG00000263272.1	28	27	27	28	23	23	20	27	20	30	18	18	10	18	15	21
ENSG00000108561.8	9	12	12	4	9	10	4	4	7	7	8	5	4	2	11	3
ENSG00000005100.12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000167842.15	1	1	1	1	0	1	1	0	3	2	5	0	0	2	1	2
ENSG00000072849.10	7	9	8	11	6	8	6	5	12	4	11	11	4	9	5	9
ENSG00000091592.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179314.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000129195.15	1	3	1	1	0	2	0	0	1	3	1	2	1	2	2	2
ENSG00000091622.15	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1
ENSG00000129235.10	60	79	71	70	69	96	51	54	44	45	52	41	46	57	46	43
ENSG00000198920.9	1	2	1	0	2	0	2	0	0	0	0	0	1	0	0	2
ENSG00000108590.10	5	11	8	3	4	10	4	8	10	8	4	5	8	10	4	7
ENSG00000256806.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279257.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141485.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262089.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000215067.9	0	1	1	0	0	0	0	1	1	2	1	0	1	2	0	0
ENSG00000219200.10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000161939.18	9	15	12	15	12	15	9	12	10	7	21	10	6	16	15	10
ENSG00000258315.5	29	41	37	31	33	41	25	26	26	25	41	38	18	42	28	32
ENSG00000267047.1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
ENSG00000174327.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000141505.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000072778.19	1	3	4	3	5	3	2	3	4	12	4	4	2	2	5	3
ENSG00000004975.11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000040633.12	1	2	2	1	1	3	0	2	1	2	2	4	0	4	1	1
ENSG00000279641.1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000170296.9	32	22	35	26	21	34	24	23	24	34	21	19	14	41	23	17
ENSG00000262526.2	1	1	2	0	0	2	0	2	1	4	1	1	0	0	1	1
ENSG00000170291.14	4	3	1	5	0	5	2	0	0	4	3	2	0	4	1	3
ENSG00000262302.1	2	1	1	0	2	1	2	1	2	2	3	4	2	4	0	0
ENSG00000181885.18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000132507.17	31	35	45	38	39	42	32	41	28	49	44	37	28	38	42	32
ENSG00000132522.15	11	20	10	11	11	16	9	11	9	20	7	4	12	13	3	8
ENSG00000174292.12	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000187838.16	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0
ENSG00000262481.5	14	18	14	6	12	15	9	4	6	10	16	6	8	8	10	8
ENSG00000169992.9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000170175.10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000174282.11	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000181222.14	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0
ENSG00000276384.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161955.16	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000277957.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000161960.14	47	44	75	52	49	48	53	56	55	54	49	42	30	55	42	45
ENSG00000209582.1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000238917.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
ENSG00000277985.1	1	0	0	0	1	0	0	1	1	2	0	1	0	0	0	0
ENSG00000129226.13	1	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0
ENSG00000129255.14	4	4	14	3	2	10	3	4	2	5	6	2	3	7	3	6
ENSG00000233223.2	1	2	2	0	2	0	1	0	0	0	1	0	0	0	1	1
ENSG00000129214.14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129245.11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000141504.11	7	4	3	5	4	2	9	1	1	4	4	3	1	3	2	0
ENSG00000141499.16	0	0	2	0	0	2	1	2	0	2	0	1	2	1	0	0
ENSG00000141510.15	0	1	1	1	0	2	0	2	0	0	2	1	0	0	1	1
ENSG00000183914.14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000132510.10	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000280046.1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1
ENSG00000170004.16	1	1	3	0	1	1	6	8	3	8	3	4	5	0	4	3
ENSG00000183011.13	64	79	86	76	57	105	72	83	68	55	83	65	47	79	50	68
ENSG00000179859.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000262730.1	8	13	12	12	6	12	7	7	5	11	10	5	4	5	8	3
ENSG00000170037.13	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000170043.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000262492.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000179477.9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179148.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000179111.8	0	3	1	0	1	0	0	0	0	2	2	1	0	0	4	1
ENSG00000179094.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000263620.1	0	0	0	1	1	1	1	1	3	0	3	0	1	1	3	3
ENSG00000200463.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179029.14	0	6	6	3	6	3	4	4	4	3	6	6	2	3	3	7
ENSG00000266824.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196544.7	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	0
ENSG00000178999.12	2	1	2	0	2	4	2	2	2	3	2	3	0	0	0	1
ENSG00000178977.3	0	4	2	1	0	0	0	1	0	0	0	0	2	1	1	0
ENSG00000178921.13	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSG00000178971.13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108961.13	6	4	9	9	8	10	3	5	5	6	7	5	5	5	5	7
ENSG00000125434.10	0	0	0	0	0	1	0	0	1	0	1	0	0	2	1	0
ENSG00000198844.10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000265749.5	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000184619.3	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0
ENSG00000263809.1	158	187	220	176	132	239	169	172	143	142	160	165	129	156	161	129
ENSG00000166579.15	1	0	0	0	1	1	0	3	1	4	0	0	1	1	0	0
ENSG00000133026.12	1	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0
ENSG00000170310.14	7	3	2	3	2	5	4	3	2	2	2	3	4	7	3	3
ENSG00000154914.16	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000265349.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000184544.11	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000065325.12	1	0	0	1	0	1	0	1	2	2	0	5	3	1	1	4
ENSG00000007237.18	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000170222.11	0	0	1	4	1	0	1	1	1	1	1	0	0	0	2	2
ENSG00000133028.10	4	4	8	3	2	3	4	5	2	4	1	5	4	6	2	4
ENSG00000187824.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244753.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000266368.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000065559.14	1	0	0	0	2	2	0	2	4	3	1	1	2	3	2	1
ENSG00000241185.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000266297.1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
ENSG00000006744.18	0	0	0	2	0	2	0	2	0	1	0	3	2	0	1	2
ENSG00000236088.9	0	0	0	0	0	0	1	0	1	2	1	0	0	1	1	0
ENSG00000006695.10	3	2	4	1	1	1	2	0	4	2	2	3	0	0	0	2
ENSG00000230897.1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000109099.13	1	0	1	5	0	1	0	2	1	1	2	0	0	3	1	2
ENSG00000239704.10	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	1
ENSG00000266538.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000259024.6	0	0	3	0	0	0	1	0	1	1	0	0	1	0	0	0
ENSG00000251537.4	0	2	1	1	0	0	0	0	1	2	0	0	1	1	0	0
ENSG00000221926.11	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255104.7	1	2	1	1	0	0	1	0	2	3	1	1	1	1	2	0
ENSG00000233966.1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0
ENSG00000011295.15	2	1	3	0	2	3	2	0	2	4	2	2	1	2	2	1
ENSG00000214941.7	3	4	9	5	7	2	6	1	4	2	2	3	3	4	5	3
ENSG00000199674.1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0
ENSG00000108474.16	2	0	4	0	0	0	1	1	1	0	3	1	0	0	1	3
ENSG00000141027.20	3	4	6	1	6	5	3	7	2	6	2	4	2	5	6	5
ENSG00000166582.9	7	3	17	6	9	7	5	10	10	6	2	8	5	8	3	9
ENSG00000170315.13	115	117	122	129	103	150	98	116	115	101	116	115	91	134	106	90
ENSG00000265401.1	0	1	0	1	1	0	0	3	1	0	0	2	0	0	2	1
ENSG00000175061.17	20	39	41	24	19	41	31	32	23	35	24	20	24	23	17	15
ENSG00000277108.1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000277370.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000181350.11	1	6	8	1	6	3	3	3	4	6	5	2	1	4	3	1
ENSG00000226478.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000133030.19	3	2	2	0	2	1	1	1	0	3	3	4	0	3	0	1
ENSG00000264187.1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0
ENSG00000141030.12	8	9	12	14	7	5	3	11	7	7	11	0	4	9	6	6
ENSG00000205309.13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
ENSG00000215030.5	6	9	16	16	9	13	15	12	8	15	6	15	6	15	13	5
ENSG00000141026.5	0	1	1	0	0	0	0	0	0	0	1	0	1	0	2	0
ENSG00000108551.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000264666.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000133027.17	4	2	2	3	4	2	2	4	2	3	4	3	2	4	2	6
ENSG00000108557.17	1	0	1	1	1	1	2	0	1	1	0	0	1	1	0	0
ENSG00000072310.16	0	0	1	0	1	0	0	0	0	2	1	2	1	0	1	0
ENSG00000175662.17	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0
ENSG00000171962.17	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000171953.15	2	0	2	0	0	0	0	1	1	2	0	0	1	1	0	0
ENSG00000141034.9	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000108591.9	2	1	0	0	1	0	1	2	0	1	0	0	0	0	3	0
ENSG00000091542.8	1	3	1	3	1	1	1	1	1	6	1	1	0	0	0	0
ENSG00000177731.15	2	0	2	2	1	0	1	2	2	1	1	3	0	2	0	1
ENSG00000177427.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177302.14	0	1	0	1	2	1	0	1	0	1	2	1	0	0	0	0
ENSG00000176994.10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176974.17	1	0	3	0	0	1	0	2	0	5	0	0	0	1	2	1
ENSG00000174977.8	0	3	0	0	1	0	3	1	0	1	1	2	2	0	0	1
ENSG00000189375.10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000224126.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108448.20	0	0	0	1	0	1	2	0	1	0	0	0	0	1	0	0
ENSG00000171931.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000171928.13	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0
ENSG00000141127.14	2	6	2	3	4	2	0	3	3	2	3	2	1	1	2	1
ENSG00000154025.15	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188522.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000262202.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072134.15	2	0	2	2	1	2	3	2	3	4	1	3	3	1	3	3
ENSG00000221540.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000166484.19	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
