Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000130768.14	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000227050.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000281570.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240750.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000158161.15	0	0	0	1	0	1	0	0	0	1	1	2	2	2	1	0
ENSG00000228589.3	1	0	2	1	1	1	1	0	1	0	1	0	0	1	1	0
ENSG00000169403.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126698.10	14	16	18	11	17	27	19	18	19	28	23	20	11	21	18	15
ENSG00000130770.17	131	140	153	148	97	172	127	111	116	114	153	132	90	136	103	119
ENSG00000270605.1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000130766.4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000130772.13	1	1	0	1	2	0	1	0	0	0	0	0	1	1	0	1
ENSG00000204138.12	1	4	3	3	0	0	1	2	3	6	0	2	1	5	3	2
ENSG00000206779.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229820.2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000180198.15	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1
ENSG00000242125.3	1	3	3	6	1	1	2	2	1	4	3	2	1	2	4	3
ENSG00000180098.9	2	1	3	2	4	3	2	2	3	1	3	1	2	1	0	1
ENSG00000221539.1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000278274.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197989.13	1	3	3	3	1	1	0	2	3	1	3	0	1	0	1	0
ENSG00000120656.11	1	5	5	4	1	3	1	3	3	1	0	5	4	5	0	3
ENSG00000229388.1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000162419.12	0	0	1	0	2	0	1	0	2	1	0	0	0	0	0	0
ENSG00000198492.14	2	1	3	0	2	3	1	3	0	8	4	0	2	0	0	2
ENSG00000159023.18	2	4	2	3	0	3	0	1	0	4	1	3	1	0	1	1
ENSG00000225616.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000116350.15	0	2	2	3	0	2	2	2	0	2	1	2	2	1	2	2
ENSG00000116353.15	2	1	1	0	1	2	0	0	2	1	1	0	1	1	0	2
ENSG00000186056.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162512.15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000237329.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000134644.15	1	4	0	3	1	1	3	2	2	2	2	0	0	5	1	1
ENSG00000060688.12	5	5	4	4	3	4	3	6	6	5	4	6	2	3	2	1
ENSG00000121766.14	2	4	11	1	11	3	4	5	8	11	4	6	3	6	7	4
ENSG00000121769.7	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0
ENSG00000168528.11	0	1	1	1	0	2	0	1	0	2	0	0	0	0	0	0
ENSG00000142910.15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162517.12	1	1	1	2	0	0	2	1	2	1	1	2	2	3	2	3
ENSG00000269967.1	8	5	8	5	8	7	7	8	10	22	6	10	5	12	8	4
ENSG00000184007.17	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000121774.17	0	2	6	5	2	7	5	1	7	12	2	2	4	2	4	2
ENSG00000121775.17	0	0	0	0	0	0	0	0	0	4	1	0	0	2	1	0
ENSG00000025800.13	0	0	1	1	2	0	1	1	0	0	0	0	2	0	0	0
ENSG00000250135.1	1	0	0	1	1	1	1	0	0	2	2	2	0	2	0	1
ENSG00000084652.15	1	1	1	0	3	0	0	0	0	1	2	1	1	2	1	0
ENSG00000160051.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084623.11	14	25	13	13	14	19	16	17	14	16	17	10	8	9	15	14
ENSG00000160055.19	0	0	0	0	1	0	1	0	0	3	1	0	0	1	3	1
ENSG00000220785.7	0	0	0	1	0	2	1	1	0	1	0	0	0	0	0	2
ENSG00000116478.11	8	7	4	5	6	7	3	1	0	2	2	3	1	2	3	4
ENSG00000175130.6	1	2	0	0	1	1	2	0	0	1	3	0	2	1	0	0
ENSG00000160058.18	0	1	1	0	0	0	1	2	1	0	0	1	1	0	0	0
ENSG00000160062.14	0	0	0	0	0	0	0	2	2	2	0	0	0	3	1	0
ENSG00000200591.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000176261.15	3	7	6	5	7	13	2	9	4	5	4	6	3	16	4	4
ENSG00000162521.18	7	10	8	5	4	7	7	7	9	9	9	11	5	9	6	2
ENSG00000162520.14	1	1	0	0	0	0	0	0	1	4	1	0	0	1	1	1
ENSG00000162522.10	0	0	2	0	2	1	0	1	2	1	0	1	1	0	1	1
ENSG00000116497.17	0	1	2	1	1	0	1	0	1	5	1	0	0	1	1	1
ENSG00000134684.10	0	2	2	1	1	1	0	0	0	5	3	4	2	1	5	1
ENSG00000121900.18	1	1	1	2	0	2	1	1	1	0	2	1	1	2	1	0
ENSG00000116514.16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000236065.2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276645.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004455.16	25	22	40	32	22	48	19	24	21	25	25	27	15	25	22	19
ENSG00000160094.14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000225313.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266239.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233246.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134686.16	0	0	1	0	0	1	1	0	0	0	0	0	1	2	0	0
ENSG00000121903.14	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000121904.17	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
ENSG00000189280.3	1	1	2	1	1	2	1	1	1	1	0	1	1	1	0	0
ENSG00000188910.7	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000163866.8	3	6	3	2	6	5	7	5	3	2	5	4	2	8	2	1
ENSG00000241014.1	6	6	7	4	7	6	3	4	4	2	8	5	3	0	5	6
ENSG00000271741.1	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	1
ENSG00000197056.9	1	2	2	2	2	2	4	1	4	4	1	3	6	2	3	4
ENSG00000116560.10	2	6	8	2	1	7	5	10	1	7	2	2	3	4	5	1
ENSG00000146463.11	2	3	3	2	3	1	3	2	0	4	2	5	4	5	4	2
ENSG00000229994.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000020129.15	0	0	0	2	0	3	1	0	0	0	0	0	0	0	1	0
ENSG00000142687.17	1	1	0	2	1	2	0	1	0	3	2	0	0	0	1	1
ENSG00000116819.6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126067.11	23	24	34	16	17	40	14	23	19	16	16	16	13	13	14	22
ENSG00000142686.7	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1
ENSG00000092853.13	6	10	3	2	7	8	4	5	11	10	4	5	4	2	5	2
ENSG00000134698.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000092847.10	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
ENSG00000271914.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000126070.18	0	2	0	0	1	0	1	2	0	6	0	2	1	1	0	0
ENSG00000116863.10	3	0	3	1	0	2	1	0	4	1	2	1	0	4	1	3
ENSG00000116871.15	1	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000054116.11	12	4	9	15	12	9	7	9	5	15	10	9	8	9	5	9
ENSG00000054118.13	2	5	6	8	9	14	7	6	6	9	4	4	8	2	7	5
ENSG00000116883.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000142694.6	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0
ENSG00000196182.10	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181817.5	14	8	14	7	5	15	6	4	8	10	9	8	5	19	5	5
ENSG00000116885.18	1	0	2	1	1	1	0	0	0	0	1	1	0	0	0	1
ENSG00000116898.11	11	15	18	10	17	18	16	16	4	17	14	16	7	18	16	13
ENSG00000233621.1	0	3	2	0	0	0	1	0	0	1	0	1	0	0	0	2
ENSG00000163874.8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000163875.15	5	5	1	6	5	5	1	3	2	2	5	4	1	3	2	2
ENSG00000163877.9	0	1	1	0	1	0	1	0	0	1	0	2	1	2	0	0
ENSG00000134697.12	5	2	3	4	5	7	1	4	1	2	5	1	2	3	3	2
ENSG00000116922.14	1	0	2	1	1	0	2	0	2	1	3	0	1	2	1	3
ENSG00000134690.10	1	2	2	1	2	3	1	3	3	2	5	3	1	0	4	2
ENSG00000183317.16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000185090.14	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000197982.13	12	14	17	14	7	20	14	15	20	23	18	11	15	13	16	16
ENSG00000196449.3	2	6	3	1	1	3	3	1	4	7	2	2	0	3	0	4
ENSG00000188786.9	0	0	1	0	4	1	2	0	1	0	1	0	0	1	0	0
ENSG00000204084.12	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000183431.11	1	3	5	4	5	10	5	5	4	7	6	6	5	4	2	3
ENSG00000183386.9	0	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0
ENSG00000183520.11	7	7	10	10	9	7	6	6	5	12	7	4	1	4	6	8
ENSG00000116954.7	0	0	0	0	0	0	1	0	0	1	3	2	3	1	0	1
ENSG00000228436.2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000214114.8	12	16	13	10	7	15	16	12	15	12	8	16	7	9	14	6
ENSG00000273637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000131233.9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000158315.10	1	0	1	0	0	2	0	1	0	1	0	0	1	0	0	1
ENSG00000174574.15	1	1	0	3	3	1	1	3	0	1	1	2	2	2	1	0
ENSG00000168653.10	83	118	110	105	80	128	86	85	81	78	81	82	63	92	77	64
ENSG00000127603.23	0	1	1	0	0	1	0	0	1	9	0	2	3	3	1	1
ENSG00000182109.7	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000090621.13	4	3	3	7	2	6	7	3	2	1	8	2	7	6	3	3
ENSG00000084072.16	4	7	9	8	6	4	5	4	1	5	5	8	5	8	7	5
ENSG00000116985.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261798.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000043514.15	1	0	1	0	0	0	0	0	1	2	0	1	0	0	2	0
ENSG00000131236.16	7	4	8	3	3	6	7	5	5	11	5	6	3	6	4	5
ENSG00000131238.16	9	13	13	9	6	12	2	8	11	9	13	4	3	5	7	6
ENSG00000117000.8	0	0	0	0	0	1	0	0	1	2	1	0	2	0	0	3
ENSG00000259943.1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000084073.8	2	4	4	2	0	3	1	6	1	3	9	7	2	3	2	1
ENSG00000084070.11	0	2	1	0	0	2	1	0	0	0	0	3	1	0	3	1
ENSG00000187801.14	0	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0
ENSG00000260920.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000164002.11	1	2	1	2	0	0	1	0	0	0	2	0	2	0	1	0
ENSG00000238186.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117010.15	0	1	0	1	0	2	0	1	0	0	1	0	0	1	0	1
ENSG00000237899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000066136.19	2	1	2	2	1	4	2	5	0	1	0	1	0	3	0	0
ENSG00000179862.6	0	4	3	4	4	3	1	1	3	1	0	3	2	2	2	2
ENSG00000229528.1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1
ENSG00000228940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000171793.13	1	1	2	1	4	2	0	2	3	1	0	2	0	5	3	0
ENSG00000281207.1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000171790.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010803.16	0	2	1	0	2	1	0	0	2	1	0	0	0	3	2	0
ENSG00000204060.5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000127129.9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000198815.8	1	2	7	1	4	1	1	2	2	7	3	0	4	2	3	3
ENSG00000177181.14	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ENSG00000127125.8	8	9	5	11	4	7	8	11	6	9	8	5	3	5	7	6
ENSG00000186409.14	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0
ENSG00000171960.10	6	3	4	4	3	3	7	4	3	2	7	0	5	4	4	2
ENSG00000065978.17	19	18	37	18	18	26	19	15	19	17	14	18	14	20	17	15
ENSG00000117385.15	2	0	0	2	0	0	0	0	1	1	3	0	1	1	0	1
ENSG00000164008.13	1	2	0	1	0	1	1	2	0	1	2	1	0	3	1	2
ENSG00000164010.13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177868.11	2	5	1	4	1	5	2	0	2	3	3	1	0	2	1	2
ENSG00000228192.7	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000164011.17	2	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1
ENSG00000227533.5	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000117394.19	1	3	0	0	1	1	1	1	0	0	0	1	1	2	0	0
ENSG00000243710.7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000117395.10	6	8	12	11	11	17	13	12	9	11	12	7	6	10	10	9
ENSG00000253313.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000066056.13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000117400.14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234694.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000117399.13	2	1	2	4	2	1	3	3	5	7	1	2	1	1	2	3
ENSG00000277622.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000066322.12	1	4	1	2	4	1	0	2	2	3	1	1	2	1	1	3
ENSG00000229431.1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000159479.16	2	4	2	4	1	9	4	4	1	3	2	3	0	3	2	3
ENSG00000198198.13	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	1
ENSG00000229348.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000178922.16	7	2	4	6	1	6	4	2	2	8	5	6	2	4	6	1
ENSG00000142949.16	2	1	1	2	0	2	2	0	2	3	2	1	1	2	0	3
ENSG00000066135.12	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000126091.19	0	0	1	1	0	2	0	1	0	1	0	1	0	4	1	2
ENSG00000236200.5	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0
ENSG00000117407.16	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000237950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000117408.10	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000132768.13	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1
ENSG00000117410.13	23	23	30	32	20	21	22	27	20	17	32	14	12	27	15	21
ENSG00000117411.16	0	1	0	1	2	1	1	0	0	1	2	0	2	0	0	0
ENSG00000159214.12	0	0	3	2	0	0	1	2	0	1	0	0	0	0	0	0
ENSG00000230615.6	1	3	2	5	2	0	0	1	4	2	1	2	1	0	1	4
ENSG00000196517.11	1	1	2	2	1	1	1	0	1	2	0	0	0	0	0	0
ENSG00000171872.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233514.1	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0
ENSG00000178028.13	1	1	1	2	3	0	2	2	0	3	1	0	1	1	1	1
ENSG00000233602.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000117419.14	6	7	5	6	11	4	4	5	1	5	4	4	6	2	2	1
ENSG00000187147.17	0	3	1	2	4	4	2	2	1	4	3	2	1	4	2	2
ENSG00000126106.13	2	1	0	0	0	0	0	0	4	1	1	1	3	2	1	0
ENSG00000198520.10	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199377.1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000200169.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000142945.12	0	0	2	4	1	1	2	2	2	4	0	1	2	2	1	2
ENSG00000142937.11	54	67	65	65	55	86	61	64	40	53	68	59	37	66	48	51
ENSG00000225721.5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000264294.1	0	0	0	0	0	2	1	1	0	2	1	0	1	0	1	0
ENSG00000200913.1	0	1	1	0	0	2	0	1	0	2	0	1	2	0	1	0
ENSG00000202031.1	14	16	14	19	25	30	13	22	15	19	14	14	18	21	15	19
ENSG00000207421.1	32	48	34	34	27	43	33	28	30	18	20	37	20	33	29	20
ENSG00000234093.3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000173846.12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000188396.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226499.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070785.16	3	3	6	6	2	3	2	3	3	5	2	0	1	4	6	0
ENSG00000126107.14	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000126088.12	4	6	5	8	3	5	5	9	4	7	7	4	5	14	6	7
ENSG00000162415.6	2	0	0	2	2	0	0	1	0	2	1	1	0	0	0	0
ENSG00000186603.5	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0
ENSG00000132773.11	3	1	0	2	2	0	0	2	1	2	1	0	1	2	0	1
ENSG00000132781.17	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1
ENSG00000070759.16	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
ENSG00000132763.14	3	1	1	5	1	2	0	0	1	1	2	1	1	0	0	1
ENSG00000280670.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117450.13	117	119	126	122	109	181	115	113	91	115	112	99	78	110	87	81
ENSG00000117448.13	4	11	10	10	7	16	11	6	7	11	4	6	9	11	8	8
ENSG00000132780.16	4	7	3	2	3	4	5	6	4	3	5	2	8	6	4	3
ENSG00000225447.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000159596.6	2	5	2	2	4	2	3	4	2	2	1	1	1	3	1	4
ENSG00000159592.10	0	1	0	1	0	2	2	0	0	1	0	0	1	2	3	2
ENSG00000230896.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197429.10	2	2	2	0	0	0	1	0	0	0	0	0	0	4	1	0
ENSG00000086015.20	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1
ENSG00000232467.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117461.14	0	1	1	2	1	1	5	3	1	3	1	2	1	4	2	1
ENSG00000227857.2	0	1	2	1	0	1	0	0	0	1	1	0	0	0	0	2
ENSG00000117472.9	2	6	6	1	2	3	0	2	3	2	3	4	1	4	2	2
ENSG00000278139.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000085998.13	0	0	0	1	0	0	0	2	1	3	0	0	0	1	0	1
ENSG00000085999.11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000132128.16	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000173660.11	110	124	133	106	96	157	103	80	87	94	104	103	64	144	100	86
ENSG00000117481.10	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0
ENSG00000232022.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225667.1	0	1	0	0	0	1	0	1	1	2	0	1	1	0	0	0
ENSG00000079277.19	6	4	3	2	6	3	5	4	2	3	1	1	2	4	1	1
ENSG00000233647.2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000123472.12	6	6	1	4	3	10	5	4	5	7	6	6	7	6	2	7
ENSG00000159658.10	4	0	2	0	1	0	0	3	1	0	1	2	5	3	1	1
ENSG00000224805.2	0	1	0	3	0	0	0	0	0	0	2	0	0	1	2	0
ENSG00000225506.2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0
ENSG00000162366.7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000123473.15	0	0	1	0	0	0	0	3	1	1	1	1	0	1	1	1
ENSG00000162368.13	3	1	2	2	1	9	5	7	4	6	2	2	1	3	1	3
ENSG00000225762.1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000186564.5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000269113.3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000242267.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000132122.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225767.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000207194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000185104.19	2	4	3	8	1	4	2	3	2	6	2	2	4	2	6	3
ENSG00000123080.10	5	8	5	10	3	4	5	6	7	4	7	7	5	4	9	5
ENSG00000123091.4	1	0	3	0	1	0	1	0	0	0	3	1	1	2	2	2
ENSG00000085832.16	1	1	0	1	2	0	0	0	0	0	0	0	0	2	1	0
ENSG00000117859.18	2	3	2	3	3	5	2	1	3	5	2	3	2	2	3	4
ENSG00000227742.1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232846.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000078618.19	3	6	4	7	7	4	2	7	3	7	7	8	3	5	8	5
ENSG00000223390.1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000198841.3	0	0	0	0	2	3	1	0	0	2	0	0	0	2	0	0
ENSG00000134717.17	6	1	7	11	7	9	4	7	6	5	3	6	2	5	6	1
ENSG00000117862.11	5	14	6	4	2	13	8	4	6	10	14	4	5	9	2	10
ENSG00000157077.14	1	0	2	1	0	0	0	1	1	6	1	0	1	0	0	0
ENSG00000228407.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000154222.14	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0
ENSG00000085840.12	1	2	0	0	0	3	0	0	0	0	0	1	1	1	0	1
ENSG00000134748.12	1	1	2	4	2	5	3	3	3	5	5	5	0	2	3	2
ENSG00000134744.13	3	2	4	6	3	4	3	1	2	8	2	4	5	3	7	1
ENSG00000162377.5	0	2	0	2	0	3	2	1	1	2	3	2	4	2	1	2
ENSG00000162378.12	0	0	0	0	0	0	1	2	0	2	0	0	0	0	1	0
ENSG00000228929.1	27	31	27	30	21	32	31	28	13	27	20	24	20	28	19	17
ENSG00000203995.9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000116171.16	5	3	6	7	8	9	7	5	6	5	5	3	2	9	5	6
ENSG00000157184.5	1	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0
ENSG00000162384.13	5	5	7	2	3	2	4	3	4	4	3	6	2	3	3	0
ENSG00000162385.10	2	3	1	2	4	2	4	4	5	5	3	3	3	2	2	3
ENSG00000157193.14	1	0	0	1	0	1	0	3	0	1	2	0	2	1	0	0
ENSG00000201003.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058804.11	0	1	1	1	3	2	1	0	2	3	2	2	0	0	1	0
ENSG00000058799.13	0	2	0	0	0	1	1	2	1	3	0	1	0	1	0	0
ENSG00000081870.11	15	16	25	32	14	36	15	28	18	17	21	22	9	23	22	16
ENSG00000116212.14	0	0	3	3	2	1	0	2	2	6	0	1	2	2	2	2
ENSG00000280378.1	1	1	1	2	1	1	0	1	0	0	0	0	1	0	2	1
ENSG00000116209.11	21	28	23	25	28	26	25	25	19	22	30	19	21	27	21	18
ENSG00000116205.10	3	7	3	3	4	5	2	2	3	4	3	2	0	3	3	4
ENSG00000116221.15	7	12	7	15	13	7	9	8	14	17	9	13	9	7	8	12
ENSG00000215883.9	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0
ENSG00000256407.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000157216.15	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0
ENSG00000162390.17	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
ENSG00000162391.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243725.6	2	0	1	2	3	2	0	1	0	0	1	0	3	0	2	2
ENSG00000162396.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116133.11	1	1	0	1	0	2	0	0	0	5	1	1	1	0	0	2
ENSG00000143001.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162402.12	0	0	0	3	0	0	0	0	0	1	0	1	0	1	0	1
ENSG00000225475.1	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0
ENSG00000162407.8	0	0	1	1	0	0	0	1	0	0	0	1	0	2	0	1
ENSG00000162409.10	1	3	3	0	0	2	0	2	0	1	0	1	0	2	0	2
ENSG00000223416.3	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0
ENSG00000173406.15	2	1	2	3	1	4	0	1	1	4	2	1	0	2	2	2
ENSG00000184292.6	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000162601.9	0	0	0	0	2	2	1	0	1	3	1	1	0	2	2	1
ENSG00000177606.6	0	2	0	2	1	1	0	3	2	0	2	1	0	0	0	2
ENSG00000234807.5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000232453.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
